-------------------------------------------------------------------
  Nuclide     Energy   Intensity  Decay   Half-life   Effective    
101-Md-258     367.8    *1000.    Alpha   51.5     D   * 1.56E-06  
 79-Au-200     367.94     18.9    B-      48.4     M     4.51E-05  
 81-Tl-200     367.94     87.     EC      26.1     H     6.42E-06  
 71-Lu-166     367.95     31.75   EC      2.65     M     1.38E-03  
 79-Au-200     367.99     86.1    B-      18.7     H     8.87E-06  
 41-Nb-104     368.4    *100.     B-      4.8      S   * 1.44E-01  
 96-Cm-249     368.76      0.35   B-      64.15    M     6.30E-07  
 43-Tc-111     368.8      33.7    B-      290     MS     8.05E-01  
 82-Pb-199     369.0    * 42.7    EC      12.2     M   * 4.04E-04  
 71-Lu-159     369.3    * 19.     EC      12.1     S   * 1.09E-02  
 72-Hf-169     369.5       9.74   EC      3.24     M     3.47E-04  
 70-Yb-153     369.6       5.92   EC      4.2      S     9.77E-03  
 63-Eu-157     370.51     11.     B-      15.18    H     1.40E-06  
 93-Np-231     370.9       9.8    EC      48.8     M     2.32E-05  
 48-Cd-123     371.32     51.48   B-      2.10     S     1.70E-01  
101-Md-257     371.4      11.68   Alpha   5.52     H     4.07E-06  
 55-Cs-129     371.92     30.6    EC      32.06    H     1.84E-06  
 43-Tc-110     372.1    *170.     B-      0.92     S   * 1.28E+00  
 67-Ho-149     372.1      25.3    EC      56       S     3.13E-03  
 83-Bi-196     372.2      69.4    EC      240      S     2.00E-03  
 42-Mo-108     372.4      10.32   B-      1.09     S     6.56E-02  
 52-Te-112     372.7    *100.     EC      2.0      M   * 5.78E-03  
" 58-Ce-123     372.7       --     EC,P    3.8      S          N/A  "
 19-K - 43     372.76     86.8    B-      22.3     H     7.49E-06  
 21-Sc- 43     372.9      22.5    EC      3.891    H     1.11E-05  
 40-Zr- 84     372.9    * 41.     EC      25.8     M   * 1.84E-04  
 67-Ho-148     373.1     100.     IT      2.35    MS     2.95E+02  
 61-Pm-136     373.5      89.76   EC      107      S     5.81E-03  
 75-Re-173     373.6       1.64   EC      1.98     M     9.57E-05  
 61-Pm-136     373.7    *100.     EC      47       S   * 1.47E-02  
 45-Rh-110     373.8      54.     B-      3.2      S     1.17E-01  
 45-Rh-110     373.8      91.     B-      28.5     S     2.21E-02  
 61-Pm-136     373.8    *1000.    EC      --           *      N/A  
 83-Bi-190     373.9       --     Alpha   6.2      S          N/A  
 47-Ag-110     374.    <   0.02   EC      24.6     S  <  5.64E-06  
 81-Tl-186     374.0      79.81   IT      2.9      S     1.91E-01  
 80-Hg-199     374.1      13.75   IT      42.67    M     3.72E-05  
 50-Sn-132     374.3      84.2    IT      2.03    US     2.88E+05  
 77-Ir-192     374.49      0.73   EC      73.827   D     7.93E-10  
 82-Pb-204     374.76     94.2    IT      66.93    M     1.63E-04  
 83-Bi-204     374.76     82.4    EC      11.22    H     1.41E-05  
 54-Xe-127     374.99     17.21   EC      36.4     D     3.79E-08  
 56-Ba-128     374.99      0.31   EC      2.43     D     1.02E-08  
 51-Sb-121     375.0    * 98.     IT      179     US   * 3.79E+03  
 72-Hf-179  ~  375.    ~ 5.E-03   IT      18.67    S  ~       N/A  
 82-Pb-188     375.        --     Alpha   25.1     S          N/A  
 84-Po-191     375.        --     Alpha   22      MS          N/A  
 49-In-132     375.1      59.     B-      0.207    S     1.98E+00  
 99-Es-249     375.1       3.31   EC      102.2    M     3.74E-06  
 70-Yb-180     375.2      50.41   B-      2.4      M     2.43E-03  
 82-Pb-197     375.48     12.78   EC      8        M     1.85E-04  
 69-Tm-160     375.8       2.43   EC      74.5     S     2.26E-04  
 48-Cd-127     376.28      7.47   B-      0.43     S     1.20E-01  
 80-Hg-187     376.3    * 41.     EC      1.9      M   * 2.49E-03  
 28-Ni- 72     376.4      75.     B-      1.57     S     3.31E-01  
 73-Ta-164     376.4      20.4    EC      14.2     S     9.96E-03  
 34-Se- 70     376.65      9.43   B+      41.1     M     2.65E-05  
 53-I -140     376.66     97.99   B-      0.86     S     7.90E-01  
 94-Pu-245     376.68      3.42   B-      10.5     H     6.27E-07  
 25-Mn- 52     377.74      1.68   IT      21.1     M     9.20E-06  
 26-Fe- 52     377.75      1.64   EC      8.275    H     3.82E-07  
 26-Fe- 53     377.9      42.     EC      8.51     M     5.70E-04  
 77-Ir-172     378.4       --     EC      4.4      S          N/A  
 77-Ir-172     378.4    * 47.74   EC      2.0      S   * 1.65E-01  
 71-Lu-177     378.50     29.86   B-      160.44   D     1.49E-08  
 72-Hf-177     378.50     37.99   IT      1.09     S     2.42E-01  
101-Md-256     378.5       --     Alpha   77       M          N/A  
 45-Rh-118     378.6    *100.     B-      266     MS   * 2.61E+00  
 64-Gd-140     379.0       5.94   EC      15.8     S     2.61E-03  
 85-At-216     379.3       0.03   Alpha   0.30    MS     6.93E-01  
 79-Au-205     379.4      21.8    B-      31       S     4.87E-03  
 80-Hg-205     379.5      92.68   IT      1.09    MS     5.89E+02  
 99-Es-249     379.5      40.77   EC      102.2    M     4.61E-05  
 65-Tb-151     379.70      6.31   EC      25       S     1.75E-03  
 58-Ce-149     380.0    * 33.7    B-      5.3      S   * 4.41E-02  
 83-Bi-186     380.        --     Alpha   14.8    MS          N/A  
 62-Sm-134     380.1      10.2    EC      9.5      S     7.44E-03  
 62-Sm-137     380.5    *100.     EC      45       S   * 1.54E-02  
 39-Y - 87     380.79     78.05   IT      13.37    H     1.12E-05  
 97-Bk-245     380.8       2.53   EC      4.94     D     4.11E-08  
 80-Hg-180     381.2    * 35.88   EC      2.58     S   * 9.64E-02  
 53-I -136     381.36     99.8    B-      46.9     S     1.47E-02  
 50-Sn-123     381.4       0.04   B-      40.06    M     1.15E-07  
 70-Yb-179     381.4       9.58   B-      8.0      M     1.38E-04  
 78-Pt-188     381.43      7.47   EC      10.2     D     5.88E-08  
 38-Sr- 83     381.53     14.07   B+      32.41    H     8.36E-07  
 80-Hg-193     381.60     15.87   EC      3.80     H     8.04E-06  
 46-Pd- 93     381.7    * 25.     EC      0.79     S   * 2.19E-01  
 94-Pu-243     381.7       0.56   B-      4.956    H     2.18E-07  
 76-Os-183     381.76     89.6    EC      13.0     H     1.33E-05  
 46-Pd- 95     381.8      42.51   EC      13.3     S     2.22E-02  
 69-Tm-176     381.8      21.76   B-      1.9      M     1.32E-03  
 32-Ge- 66     381.85     28.3    EC      2.26     H     2.41E-05  
 82-Pb-199     381.98   * 43.4    EC      12.2     M   * 4.11E-04  
 81-Tl-199     382.8      77.25   IT      28.4    MS     1.89E+01  
 63-Eu-141     382.9       2.97   EC      40.7     S     5.06E-04  
 91-Pa-230     383.46      0.03   B-      17.4     D     1.38E-10  
 81-Tl-195     383.64     91.7    IT      3.6      S     1.77E-01  
 82-Pb-195     383.64     91.08   EC      15.0     M     7.01E-04  
 42-Mo-107     384.4    * 57.6    B-      3.5      S   * 1.14E-01  
 63-Eu-141     384.5       5.55   EC      40.7     S     9.45E-04  
 97-Bk-245     385.0       0.6    EC      4.94     D     9.74E-09  
" 53-I -138     385.2       0.06   B-,N    6.41     S     6.49E-05  "
 69-Tm-157     385.5       8.83   EC      3.63     M     2.81E-04  
 83-Bi-218     385.7      71.     B-      33       S     1.49E-02  
 81-Tl-197     385.8      91.4    IT      0.54     S     1.17E+00  
 82-Pb-197     385.85  ?  50.4    EC      8        M  ?  7.28E-04  
 82-Pb-197     385.85  ?  90.83   EC      43       M  ?  2.44E-04  
 39-Y - 80     385.9      96.     EC      30.1     S     2.21E-02  
 39-Y - 80     385.9   ~  20.14   EC      4.8      S  ~  2.91E-02  
 50-Sn-125     385.9    * 46.     IT      0.23    US   * 1.39E+06  
 37-Rb- 88     386.        --     IT      100     NS          N/A  
 66-Dy-151     386.10     19.37   EC      17.9     M     1.25E-04  
 82-Pb-189     386.2      40.     EC      50       S     5.55E-03  
 30-Zn- 71     386.28     91.4    B-      3.96     H     4.44E-05  
 50-Sn-106     386.5      38.86   EC      115      S     2.34E-03  
 64-Gd-145     386.6       3.94   EC      85       S     3.21E-04  
 86-Rn-206     386.6    * 23.94   EC      5.67     M   * 4.88E-04  
 47-Ag-117     386.8      42.48   B-      5.34     S     5.51E-02  
 68-Er-158     386.82      7.46   EC      2.29     H     6.27E-06  
 26-Fe- 67     387.     * 12.     IT      75      US   * 1.11E+03  
 88-Ra-209     387.0       --     Alpha   4.7      S          N/A  
 82-Pb-191     387.1    *100.     EC      2.18     M   * 5.30E-03  
 99-Es-253     387.1       0.02   Alpha   20.47    D     7.84E-11  
 80-Hg-189     387.7      10.3    EC      8.6      M     1.38E-04  
 82-Pb-197     387.72     31.     EC      43       M     8.33E-05  
 80-Hg-195     387.87      2.18   EC      41.6     H     1.01E-07  
 98-Cf-249     388.17     66.     Alpha   351      Y     4.13E-11  
 45-Rh-112     388.2       4.09   B-      2.1      S     1.35E-02  
 38-Sr- 87     388.53     82.35   IT      2.815    H     5.63E-05  
 39-Y - 87     388.53     82.2    EC      79.8     H     1.98E-06  
 65-Tb-149     388.57     18.37   EC      4.118    H     8.59E-06  
 53-I -126     388.63     35.57   B-      12.93    D     2.21E-07  
 55-Cs-126     388.66     40.7    EC      1.64     M     2.87E-03  
 56-Ba-122     388.7       --     EC      1.95     M          N/A  
 49-In-130     388.8       --     IT      3.1     US          N/A  
 47-Ag-115     388.9    * 41.08   B-      18.0     S   * 1.58E-02  
 99-Es-253     389.18      0.03   Alpha   20.47    D     1.18E-10  
 70-Yb-176     389.3      91.14   IT      11.4     S     5.54E-02  
 90-Th-222     389.5       --     Alpha   2.237   MS          N/A  
 96-Cm-251     389.7       1.28   B-      16.8     M     8.80E-06  
 11-Na- 25     389.71     12.68   B-      59.1     S     1.49E-03  
 65-Tb-163     389.8      24.3    B-      19.5     M     1.44E-04  
 82-Pb-202     389.94      6.6    EC      3.54     H     3.59E-06  
 30-Zn- 71     390.0       3.84   B-      2.45     M     1.81E-04  
 32-Ge- 69     390.        --     IT      2.81    US          N/A  
 76-Os-184     390.1    * 73.     IT      23.6    NS   * 2.14E+07  
 70-Yb-159     390.20   * 22.5    EC      1.67     M   * 1.56E-03  
 77-Ir-184     390.36     26.08   EC      3.09     H     1.63E-05  
 70-Yb-178     390.8    *100.     B-      74       M   * 1.56E-04  
 25-Mn- 61     391.0       1.1    B-      0.67     S     1.14E-02  
 46-Pd-111     391.3       1.53   B-      5.5      H     5.36E-07  
 68-Er-157     391.32     14.2    EC      18.65    M     8.80E-05  
 49-In-130     391.39     10.84   B-      0.54     S     1.39E-01  
 49-In-113     391.70     64.94   IT      99.476   M     7.54E-05  
 50-Sn-113     391.70     64.97   EC      115.09   D     4.53E-08  
 87-Fr-206     391.7       5.     Alpha   0.7      S     4.95E-02  
 43-Tc- 93     391.83     57.91   IT      43.5     M     1.54E-04  
 78-Pt-199     391.93     84.9    IT      13.6     S     4.33E-02  
 82-Pb-193     392.2      68.31   EC      5.8      M     1.36E-03  
 47-Ag-113     392.3      11.11   B-      68.7     S     1.12E-03  
 45-Rh-107     392.47      8.8    B-      21.7     M     4.68E-05  
 77-Ir-183     392.5      10.4    EC      58       M     2.07E-05  
 39-Y - 88     392.87     97.3    IT      0.301   MS     2.24E+03  
 40-Zr- 88     392.9       --     EC      83.4     D          N/A  
 41-Nb-108     393.2      19.5    B-      0.193    S     7.00E-01  
 37-Rb- 77     393.37      9.75   EC      3.77     M     2.99E-04  
 82-Pb-187     393.4    * 90.5    EC      18.3     S   * 3.43E-02  
 55-Cs-116     393.5       --     B+      0.70     S          N/A  
 55-Cs-116     393.5      94.     B+      3.85     S     1.69E-01  
 77-Ir-196     393.5      96.96   B-      1.40     H     1.33E-04  
 82-Pb-195     393.7    *  4.5    EC      15       M   * 3.47E-05  
 67-Ho-150     393.8      93.54   EC      23.3     S     2.78E-02  
 63-Eu-141     394.0       0.6    EC      2.7      S     1.54E-03  
 63-Eu-141     394.0       9.     EC      40.7     S     1.53E-03  
 82-Pb-195     394.21     44.     EC      15.0     M     3.39E-04  
 62-Sm-157     394.35     11.93   B-      482      S     1.72E-04  
 44-Ru- 91     394.5    *100.     EC      9        S   * 7.70E-02  
 65-Tb-148     394.55     96.5    EC      2.20     M     5.07E-03  
 71-Lu-160     395.4    * 21.     EC      --           *      N/A  
 85-At-206     395.54     48.12   EC      30.6     M     1.82E-04  
 64-Gd-147     396.00     31.35   EC      38.06    H     1.59E-06  
 73-Ta-163     396.0    * 99.8    EC      10.6     S   * 6.53E-02  
 63-Eu-148     396.2      29.24   IT      162     NS     1.25E+06  
 58-Ce-126     396.3       --     EC      51.0     S          N/A  
 70-Yb-175     396.33     13.15   B-      4.185    D     2.52E-07  
 50-Sn-108     396.34     64.3    EC      10.30    M     7.21E-04  
 71-Lu-163     396.34   * 63.     EC      3.97     M   * 1.83E-03  
 16-S - 39     396.50     36.69   B-      11.5     S     2.21E-02  
 46-Pd-115     396.56      6.31   B-      25       S     1.75E-03  
 49-In-117     396.6       0.17   B-      43.2     M     4.55E-07  
 42-Mo- 87     396.8      20.35   B+      14.02    S     1.01E-02  
 19-K - 43     396.86     11.85   B-      22.3     H     1.02E-06  
 36-Kr- 71     397.    ~   4.05   EC      100     MS  ~  2.81E-01  
 40-Zr- 82     397.        --     B+      32       S          N/A  
 61-Pm-132     397.0      20.28   EC      6.3      S     2.23E-02  
 66-Dy-150     397.2      64.     EC      7.17     M     1.03E-03  
 57-La-144     397.44     94.3    B-      40.8     S     1.60E-02  
 36-Kr- 79     397.54      9.33   EC      35.04    H     5.13E-07  
 45-Rh-116     397.7      27.06   B-      0.68     S     2.76E-01  
 15-P - 39     398.2       --     B-      0.28     S          N/A  
 68-Er-153     398.4      11.42   EC      37.1     S     2.13E-03  
" 15-P - 40     398.61   *  0.96   B-,N    153     MS   * 4.35E-02  "
 69-Tm-173     398.9      87.9    B-      8.24     H     2.05E-05  
 77-Ir-175     399.0    * 29.75   EC      9        S   * 2.29E-02  
 89-Ac-215     399.        --     Alpha   0.17     S          N/A  
 47-Ag-119     399.1      10.87   B-      2.1      S     3.59E-02  
 41-Nb- 88     399.4      45.97   B+      7.78     M     6.83E-04  
 59-Pr-128     399.7      26.     EC      2.85     S     6.32E-02  
 99-Es-252     399.7       0.23   Alpha   471.7    D     3.91E-11  
 42-Mo-107     400.3    *100.     B-      3.5      S   * 1.98E-01  
 40-Zr-100     400.55     20.5    B-      7.1      S     2.00E-02  
 63-Eu-163     401.        --     B-      7.7      S          N/A  
 50-Sn-104     401.2      18.     B+      20.8     S     6.00E-03  
 82-Pb-203     401.32      3.35   EC      51.92    H     1.24E-07  
 74-W -164     401.8    * 12.6    EC      6.3      S   * 1.39E-02  
 86-Rn-219     401.81      6.59   Alpha   3.96     S     1.15E-02  
 47-Ag-126     402.     * 45.     B-      107     MS   * 2.92E+00  
 52-Te-109     402.0      13.12   EC      4.6      S     1.98E-02  
 96-Cm-247     402.4      72.     Alpha   1.56E+7  Y     1.01E-15  
 36-Kr- 87     402.59     49.6    B-      76.3     M     7.51E-05  
 81-Tl-186     402.67   * 50.     EC      27.5     S   * 1.26E-02  
 86-Rn-207     402.68     11.91   EC      9.25     M     1.49E-04  
 60-Nd-133     402.8    *100.     EC      70       S   * 9.90E-03  
 61-Pm-139     402.8      14.5    EC      4.15     M     4.04E-04  
 64-Gd-162     403.00     43.35   B-      8.4      M     5.96E-04  
 62-Sm-141     403.9      42.5    EC      10.2     M     4.81E-04  
 83-Bi-212     404.        --     B-      25.0     M          N/A  
 85-At-215  ~  404.        --     Alpha   0.10    MS          N/A  
 82-Pb-211     404.85      3.78   B-      36.1     M     1.21E-05  
 60-Nd-139     405.0       6.92   EC      29.7     M     2.69E-05  
100-Fm-253     405.    ~   0.08   Alpha   3.00     D  ~  2.14E-09  
 81-Tl-186     405.35   *100.     EC      27.5     S   * 2.52E-02  
101-Md-255     405.5       1.28   Alpha   27       M     5.48E-06  
100-Fm-251     405.6       0.99   EC      5.30     H     3.60E-07  
 67-Ho-158     406.0    * 93.     EC      21.3     M   * 5.04E-04  
 63-Eu-150     406.5       2.81   EC      12.8     H     4.23E-07  
 98-Cf-247     407.0       0.19   EC      3.11     H     1.18E-07  
 68-Er-172     407.34     42.1    B-      49.3     H     1.64E-06  
 51-Sb-116     407.35    100.     EC      60.3     M     1.92E-04  
 77-Ir-198     407.4    * 76.     B-      8        S   * 6.58E-02  
 52-Te-133     407.63     27.08   B-      12.5     M     2.50E-04  
 80-Hg-193     407.63     31.59   EC      11.8     H     5.15E-06  
 76-Os-196     407.9       5.9    B-      34.9     M     1.95E-05  
 72-Hf-166     407.91      4.8    EC      6.77     M     8.19E-05  
 71-Lu-180     407.96     43.     B-      5.7      M     8.72E-04  
 54-Xe-135     407.99      0.36   B-      9.14     H     7.58E-08  
 39-Y - 81     408.18     15.33   EC      70.4     S     1.51E-03  
 34-Se- 84     408.2     100.     B-      3.26     M     3.54E-03  
